"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
07414576-eb41-45c4-a9eb-055f861d52b3,d1e9715a-1023-46f0-bbe8-e0648f6195f6,72395.0,2022-10-27,"#N/A","#N/A",Pipeline,"#N/A",Browsebug - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0742212b-9f10-4707-a1d4-35607bd8e511,d9ed6b1e-63f7-478b-8058-c585c39e84ea,32395.00000002,2022-08-21,"#N/A","#N/A",Closed,"#N/A",Yakitrit-Germain Hospital - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
074469be-a127-4dd7-bec0-2ce1f03ba477,f21e4041-1c45-4923-9886-949339e5d3d9,32395.00000002,2022-10-19,"#N/A","#N/A",Closed,"#N/A",Zoovu - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
075c60a9-f194-444c-ae76-82215d1187de,a71cb0f1-98d9-4ea7-8e74-3b4bb3374d9a,34350.0,2022-11-04,"#N/A","#N/A",Pipeline,"#N/A",Realfire - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
083c53d9-ef38-4517-b1ea-55d8a016a3e4,ed3c0d38-dfac-4640-ab41-3a248a0d843c,32395.00000002,2022-08-21,"#N/A","#N/A",Closed,"#N/A",Topicshots - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
085321cc-2320-4e29-a6c2-331cd034fe83,8fbbcd59-0aa4-49bf-9dc0-be34277e764d,113583.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Zazio - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
087f8f60-d857-4eaf-881f-304a81df7db7,f7f917ca-fb4e-4095-b3ba-59256274104a,72395.0,2022-04-07,"#N/A","#N/A",Omitted,"#N/A",Rhycero - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
088b29e1-0f0d-4148-b3e9-3d0d55366216,7eee1436-3087-475c-b191-344f20c4ad0c,50985.0,2022-12-21,"#N/A","#N/A",Pipeline,"#N/A",Fanoodle - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
08981b0e-f5fe-40ca-be03-bf83ca6f1247,c313ffc8-35f9-46c6-b8ae-39be3f3dff11,43185.0,2021-12-09,f5759530-fd80-4c82-9729-72e8394532b2,"#N/A",Closed,"#N/A",Edgetag - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
091a1299-abae-4f8e-9b7c-b71a4356c2c0,c901327b-00ba-4026-852d-5447cc8ac4a9,32395.00000002,2022-10-19,"#N/A","#N/A",Closed,"#N/A",Quire - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
09bfd0b7-d148-41bf-aecc-534c9a1ab644,84b75f88-afd4-4b79-b830-1cc8636b6894,34995.0,2022-08-21,197a6471-0ded-46af-aa9c-ee7f77cc8ed8,"#N/A",Pipeline,"#N/A",Meevee - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0a291c42-67d8-48c6-8e4d-ac9111f26683,35cc051d-a92a-49ed-a2a5-06e6a00d9319,100082.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Voonix - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0a76ff73-ddba-4cb0-b30d-7b726a9ae7df,c28fdb2e-f0fd-4696-a8fc-3fe4d46a1758,100082.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Browsetype - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0bcbf3e6-2ed8-42ef-bb9a-333bff6e2168,a3651e89-2801-4280-b140-9ca17f921d4e,75000.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Aibox - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0c1bbb51-072a-4bbc-b5df-af381fc4c8c8,a948532c-dca4-427a-86f7-431463e29ecb,72395.0,2022-03-23,"#N/A","#N/A",Omitted,"#N/A",Myworks - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0c1c8e34-cbb1-43af-b2b3-45a3781cbd15,22d8ba33-d296-4899-ba1a-9bf6c6ea52b5,18050.0,2022-11-04,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0c413faa-d989-4285-9be5-288c96204f41,c313ffc8-35f9-46c6-b8ae-39be3f3dff11,32395.00000002,2022-10-19,"#N/A","#N/A",Closed,"#N/A",Edgetag - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0c6fde03-848c-4789-a8ba-b724b6b54670,eefac26b-e6db-4eee-b67c-be503a686536,75000.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Browsecat - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0c90207d-fd30-49e7-8291-15844ab25f72,c28fdb2e-f0fd-4696-a8fc-3fe4d46a1758,18050.0,2022-11-04,"#N/A","#N/A",Pipeline,"#N/A",Browsetype - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0cc262b4-04fb-4a4e-ace8-2c10ed009e91,b4b20146-e989-4879-950f-68d5af464bf4,75000.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Livefish - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0cdb23d8-14a7-4073-8810-7586026df45b,7b8c89ef-56a6-43b1-a29e-ed9c00a43285,75000.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Zoomlounge - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0d3c209d-25d9-4f05-9130-6a9e03ee943a,d1e9715a-1023-46f0-bbe8-e0648f6195f6,100082.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Browsebug - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0d5f9640-3ee9-44c6-a700-97a8c4387e93,0384b782-28e4-464c-8fc5-7fad26565a77,72395.0,2022-10-21,"#N/A","#N/A",Pipeline,"#N/A",Oloo - SOW 3,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
0d640eb9-0fa7-4283-8ff2-deb1a16002f6,300e6640-8de8-42da-b0ec-beec16d5a43b,75000.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Babblestorm - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0d9da2a2-667c-4452-93b7-52051ffb387e,50392b06-ee37-49bf-abf8-7d2be1fdbfba,72395.0,2022-06-17,"#N/A","This is a huge strategic opportunity. We're starting to gain momentum in this account, and the customer has the potential to be a referral machine for us.",Pipeline,"#N/A",Gigaclub - Upsell,Identifying key decision makers and stakeholders.,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0d9fff72-93d6-44ad-bdbd-c965ce6bb833,e515610b-2f30-4ab1-af21-4a1942fab742,72395.0,2020-11-22,"#N/A","#N/A",Closed,"#N/A",Realcube - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0dc8a3f8-7d07-45cd-a098-daac3d04e645,b3dfc26a-8593-4f67-8eb4-a205d475c29c,32395.00000002,2022-08-21,"#N/A","#N/A",Closed,"#N/A",Dabfeed - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0e0230a6-8031-49b4-ab4b-099df0a8df20,3a553538-612d-4da5-9178-657756693ea0,75000.0,2022-10-25,"#N/A","#N/A",Pipeline,"#N/A",Realbridge - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0e48fd5c-8c14-47ab-ac01-e07d9699b286,e5170054-211c-4cf0-8280-a810fac568ed,72395.0,2022-04-07,"#N/A","#N/A",Omitted,"#N/A",Yakidoo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0f03b7b5-eaec-4990-8c18-3fbc04f7556a,aaa3964b-6292-4bdf-a329-9414b75a43d2,11550.0,2022-11-04,"#N/A","#N/A",Pipeline,"#N/A",Trudoo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0f602bd4-092a-408d-ac31-682e02968f52,243d9a06-27f3-46d4-a40e-e9b3ca064c6d,100082.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Pixonyx - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0fc3f037-7062-4eae-912f-4a2315ade79b,6429b20d-af82-4cba-bc2e-68bb3a6e9932,100082.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Avaveo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1015799c-1c3f-4b3a-8dbb-b40c333f12e5,0d6f3091-c7fe-48d3-9e9b-cd4e4c918f64,32395.00000002,2022-10-19,"#N/A","#N/A",Closed,"#N/A",Oodoo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
10282040-ac6c-4960-959f-80479c4113ea,7bc20484-a6ed-4ea0-b597-4fdc8ce05c39,100082.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Gabtype - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
10f9a64e-2e01-4fb4-85db-b7ae3050aded,b5a16c4d-78f2-4e26-bf4a-c8838951621a,0.0,2022-11-05,"#N/A","#N/A",Pipeline,"#N/A",Blognation - SOW 2,"#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
121e88eb-202a-465b-b36f-cf9b21a07d01,26730f38-8343-45d4-aacd-68a349b3a0d2,72395.0,2022-10-27,"#N/A","#N/A",Pipeline,"#N/A",Voolia - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
12a1f5a2-b48c-41b2-83d2-5178677f8cd8,98491fdc-ec70-4799-b9d8-2f95a83627db,29995.0,2022-06-08,e09738c8-4430-4eeb-bef5-4d4dc18d716f,"#N/A",Closed,"#N/A",Centimia - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
12f4db9c-0310-4d25-b130-3b4cd8d9e2ae,86b6ae20-35f3-40dc-92cd-7dff4dcaae92,72395.0,2022-04-07,"#N/A","#N/A",Omitted,"#N/A",Uidoo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
138420b2-1a1d-4101-a7fa-539c2c3013b9,3a553538-612d-4da5-9178-657756693ea0,11550.0,2022-11-04,"#N/A","#N/A",Pipeline,"#N/A",Realbridge - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
13fb5db7-4aa1-4701-a977-361d297e3f8e,06da48ab-f4f5-4606-8eeb-216493218154,72395.0,2022-04-07,"#N/A","#N/A",Omitted,"#N/A",Topiclounge - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
14f75a38-d1e3-4862-ba83-88aa7eca9ac1,0384b782-28e4-464c-8fc5-7fad26565a77,32395.00000002,2022-08-21,"#N/A","#N/A",Closed,"#N/A",Oloo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1500af56-394e-4fd9-a4dc-2a4dabe96e3e,86b6ae20-35f3-40dc-92cd-7dff4dcaae92,18050.0,2022-11-04,"#N/A","#N/A",Pipeline,"#N/A",Uidoo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
154a77e0-da7b-4a3c-ad1b-81ff3479a2b1,162d5f6e-689c-4865-be5e-0d892cbd672a,18350.0,2022-11-04,"#N/A","#N/A",Pipeline,"#N/A",Skimia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
15a120cc-0a9b-4e54-8a92-39a1036658ec,1f95bbd8-1d64-4685-8f52-b925445b3e85,11250.0,2022-11-04,"#N/A","#N/A",Pipeline,"#N/A",Yozio - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
162a1422-e30a-487b-a8c4-981bc70573a3,4c9dd4dc-82b5-4938-b339-40556085611f,83690.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Bluezoom - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
16305416-6bda-41ec-93ca-1127082e98ce,fb605597-36b3-4254-88fa-9d298bf64051,75000.0,2022-10-25,"#N/A","#N/A",Pipeline,"#N/A",Kayveo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
164a0b12-3b90-4fe7-a85f-fd95de04f1a2,cb025173-024f-43c5-b645-4ead60b5dbfc,75000.0,2022-12-10,"#N/A","#N/A",Pipeline,"#N/A",Meejo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
17b38396-22c5-4487-824c-aa3a14ddc567,86b6ae20-35f3-40dc-92cd-7dff4dcaae92,34995.0,2022-08-31,"#N/A","#N/A",Pipeline,"#N/A",Uidoo - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
17e69f06-7d69-49b2-bf76-9ab4123b286a,737d034c-e5b4-480d-854f-406b9a7076eb,100082.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Kamba - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
17eaa07a-108b-4d77-bb34-94bf683910e8,98dc0266-6271-4a99-9606-f1c61ae266bc,32395.00000002,2022-10-19,"#N/A","#N/A",Closed,"#N/A",Omba - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
188be528-80d1-4040-b850-4ee13ec909cd,1f95bbd8-1d64-4685-8f52-b925445b3e85,75000.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Yozio - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
18f9440f-9776-4d22-a406-b99c2efa6d39,96fbf306-4ce1-48d3-99c0-a2304ca5e6b0,110785.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",JumpXS - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1970ed14-54c4-4489-93df-0d44f25ea461,8fbbcd59-0aa4-49bf-9dc0-be34277e764d,34995.0,2022-08-15,a8bf2225-1a31-47a2-a563-9b61dfabcd04,"#N/A",Pipeline,"#N/A",Zazio - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
19907b19-e633-4c9a-bca6-fe5db36c813f,0054ba45-53e2-4c49-b8d4-9dcfba9efd7d,72395.0,2020-10-19,"#N/A","#N/A",Closed,"#N/A",Eidelr-Ashpool - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
19d74c83-b74a-437c-954f-affe64aaa445,300e6640-8de8-42da-b0ec-beec16d5a43b,72395.0,2022-04-07,"#N/A","#N/A",Omitted,"#N/A",Babblestorm - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1a626210-6702-4c46-836b-7e6c6710c5d1,c46e6e85-0783-440a-9844-17c7c197df75,72395.0,2022-10-27,"#N/A","#N/A",Pipeline,"#N/A",Meeveo - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
1abff866-1bcb-4d8a-a52b-e17e499d7b74,e20bdf3e-07a4-44ae-a984-9f53f76cc1ba,75000.0,2022-12-25,"#N/A","#N/A",Pipeline,"#N/A",Talane - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1b164863-d76b-4fc0-838e-3b49ac070a22,4d7363f4-8464-4110-94ea-4a569a217b2a,29995.0,2022-06-08,"#N/A","#N/A",Closed,"#N/A",Digitube - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1bcd3991-3c6f-4a5e-8961-d82f99b7349b,9c080cfa-4141-496d-b833-49bb8d8a1648,34995.0,2022-08-30,09a6638a-5579-4611-9d9b-b857e85630e2,"#N/A",Pipeline,"#N/A",Yodel - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1c410851-eb06-486c-84ed-671b584dbf6d,b141d67c-e329-44ae-9db0-1aa92e16ff98,11250.0,2022-11-04,"#N/A","#N/A",Pipeline,"#N/A",Devcast - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1c4e7878-7e60-4f26-9d02-cba5940db867,0384b782-28e4-464c-8fc5-7fad26565a77,34995.0,2022-07-10,"#N/A","#N/A",Pipeline,"#N/A",Oloo - Additional Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
