"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
0162b543-dfbb-456a-99bf-75020c10e244,"#N/A",df8ab743-b369-4bfa-b38e-cc960a7608db,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
016bf4a6-d4ce-452b-8a4b-91d9898656c9,"#N/A",f8180dbc-5aa2-4aea-9d9d-017dfa969bb6,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
016cd0ed-83a5-4bd6-a5cb-196f52cbf860,"#N/A",a999625d-adf7-4850-9c17-18430593a3dd,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
016e522f-4a83-4ac1-a9d3-34614297b892,"#N/A",0c413faa-d989-4285-9be5-288c96204f41,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0183f51d-d67d-4ece-ace0-ce5b15566cb6,"#N/A",b3c53627-902a-4972-9af0-bf3a06182fa0,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
0189c04a-a2e9-4c36-97d2-92da14db6090,"#N/A",c43338db-4df1-4447-a331-61cb2c86df50,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
018aa10b-f592-4a2b-83ec-38881733e84c,"#N/A",93b1f3b2-a495-4f29-bf4a-e4ae75596656,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
01918674-6877-42fb-bc67-4e0ab5d997a0,"#N/A",7bfa0a4c-2b48-4e16-9c34-69d76f1a6266,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
0197259e-be67-4f99-8272-1c166eac6f89,"#N/A",b26b8f3f-33c3-4217-8c02-d3659b398b2d,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
01a3b039-fc8e-4e24-bebf-104b32e2aef6,"#N/A",e4d0c726-1d1d-4761-9f6f-74fce745f9d7,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
01a732b7-69e6-4948-96d3-718c4978b7ba,"#N/A",412af0ca-f370-46d1-bf99-b5155d4b5a86,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
01bd46f3-6c36-444d-858b-a2b8ad111691,"#N/A",2e0c2d2f-d7a2-4453-8039-2b5172b4e0ac,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
01c9b562-1015-4b76-a1b9-6bfdb39a742a,"#N/A",c3500825-7f2d-4336-a082-d72f2eb6ec66,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
01cd35a5-041d-4efb-a92f-2843e51506a5,"#N/A",3c8ed400-ae52-42d5-8db3-51e72116c9c4,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
01deb699-30b6-4f8f-8ab2-901e80ef56f0,"#N/A",a7a8f597-75b9-4594-ab22-a0adfddd9be3,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2900.0,580.0,"#N/A"
01e7ef9b-a721-4250-a4ad-8cef48005873,"#N/A",77d4661e-c147-45cd-9754-5f72a086fba4,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
01e85694-5e9c-4842-9a1f-4c0aa0acdaa1,"#N/A",7db1a516-5a67-4dd7-a45d-c3e79cd8d703,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
01eb7330-82d5-4f83-b805-743b36b288fd,"#N/A",22cab486-06a8-420d-86a0-a761db861821,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
01f55d5d-8a2b-442d-95da-5772c1a3c890,"#N/A",b29284f9-f7a7-456d-83be-c64b20cb3de7,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01f63f0b-c243-4891-8091-f5daf53ed69c,"#N/A",aa0ef8cf-eb70-4da0-af39-84b290b55882,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
01fd9938-9bd8-42c1-92a7-d5220809c260,"#N/A",63572960-6543-4991-9603-bbef2feba6fe,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
020c2f75-4967-4b23-9f1e-93618b79b271,"#N/A",380d0d97-5652-41e6-ab70-5647cb13c423,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
02156585-e003-4030-b417-573a1a2a41d8,"#N/A",162a1422-e30a-487b-a8c4-981bc70573a3,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0216ec22-cdaf-4418-8f29-70f9a8b3d5db,"#N/A",49840c3d-0100-42c6-b72d-958cc552e216,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
022198ca-fa79-43c7-8834-b7e18898c082,"#N/A",13fb5db7-4aa1-4701-a977-361d297e3f8e,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
023bb49d-03fb-49db-a9a7-1bc6666fda36,"#N/A",001198b6-ded8-40f2-9ec9-cd02db432407,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2900.0,580.0,"#N/A"
026d1bc6-f3b0-49c5-a8d5-793e025293e2,"#N/A",cdb5ae21-5063-4aca-b43b-c6ea16c45882,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
027f5c0c-9575-4288-9e03-7b5893ad1c8a,"#N/A",2c8a5b09-ec0f-4417-84f9-5af7c0c45fbd,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
029526d5-fae5-407b-8b8f-94b9820704a0,"#N/A",9170807a-b21d-4f51-a1a6-11598aa43f60,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
029a4d29-c53b-4495-9eff-8ac78a1dea70,"#N/A",04d5e046-0e76-4304-bcd7-a556e5835ccb,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02b88847-0986-49aa-bcf3-a2e17a6e9a35,"#N/A",a4976ecc-57e2-4f86-baa1-0fcbef72dd3c,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02b91840-228c-4e22-baa0-b800a5ae7957,"#N/A",4a5bbbb7-9df5-4a49-9192-31f746162995,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02baee66-85b2-4cf7-aed4-de72ff63f6f2,"#N/A",38c3e651-4477-4157-a1bb-8fea6e516663,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
02cb5459-6b6d-4a2c-a284-74a2b89d1761,"#N/A",8c21bdf5-97e2-48e0-9a23-316b728e3fce,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
02cd1357-880d-4b61-97ce-2b4777ee11d0,"#N/A",a60b2126-6fc7-4146-a12a-a94506f2af00,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
02d188a5-f886-4aeb-974a-6aed8ed4472b,"#N/A",be3bcfdd-87d4-4f2a-806a-4594d465c172,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
02e8ecc2-b27c-4ba6-aa20-4789b76d5163,"#N/A",39586b24-8360-44ef-aafb-b55d767ad937,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
02eed935-4112-4ff4-8517-724c71278b84,"#N/A",20218ea5-5182-40b1-b01d-fb707dc58a0b,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02fd0f1e-c673-4cad-a663-ee55114f2669,"#N/A",f9311037-ebb1-4be9-9cd6-a89c8c17aa70,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
0326eceb-ab4b-445c-98ca-cbc7acd2f4b8,"#N/A",75191d60-7a7f-44ae-95d2-950a1d7ca06c,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
03728f22-3aa8-43c5-b20a-30de849b1c0e,"#N/A",93b1f3b2-a495-4f29-bf4a-e4ae75596656,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0372a848-0138-4411-a219-4d0dd836053a,"#N/A",de654ecd-5eeb-4882-8e9c-28df54ebdad8,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
03795688-7818-408d-8719-c37ee585c9f0,"#N/A",6cb49705-3701-49ba-b1a4-657546eddd9f,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
03823fce-9c28-42ef-808f-0ea5ec0de1b7,"#N/A",88f7838d-0e03-4197-b42c-12ef5883d68b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
03a11517-73b8-46fb-993b-610028ab1beb,"#N/A",f8a4d860-2588-45ee-866a-f2aaf83c545f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
03ab61cc-bce7-45b3-a525-4fac09e82a88,"#N/A",f34796d3-260a-445e-bf9a-d9cf0af516a6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
03b2f434-b361-40b1-ba4c-0f39c3be97f5,"#N/A",6a34acd6-1667-4d24-b62b-72d5642f72c8,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
03b547dd-f707-4bf2-bae5-57a2558aa6fa,"#N/A",70eb1378-b6f2-4cb1-81bd-af8e01be596b,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
03c88497-adb4-4790-95b6-6160f87718cb,"#N/A",39b4f86c-5a86-4d09-8c33-f97c1af6fb2e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
03e02975-c8a7-40eb-abe6-ef264de0f0fa,"#N/A",64035f86-24eb-4e10-b827-7259fbe1c400,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
03e97be8-29c3-4fc0-bd98-ea84f3292d67,"#N/A",c1cc04d2-7295-4590-9f73-6fe7e45d6525,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
03ed2625-d665-4a65-9b3d-6b47f46ce974,"#N/A",b16a6907-dcb8-4055-a856-d6e8c899264b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
03ef4549-6296-494e-af80-ffa44ba4e717,"#N/A",46a460a6-3794-41df-a55c-31af80af90a9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03fe0dd8-bacb-4ef7-9bc9-4c2e0cc7fcd4,"#N/A",4a1c22ba-bfff-48b4-9ddf-3ef8968c8c99,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04387ebb-0ecc-4861-a3ed-8e801b0cb82d,"#N/A",70cb056f-6d3d-45b8-82d5-c8ae3c0440fd,101.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20200.0,200.0,"#N/A"
04473c3e-5bff-4c25-96a4-1dc41310811f,"#N/A",5bde09e9-c08a-42ef-a156-656dd38051d9,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04491bb8-8af8-4c57-8f3f-0e7db31366ee,"#N/A",383f3310-7a85-4df0-8a0b-c8b7b6c375f1,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
044f7971-3ac6-407f-868e-227376bdf1c8,"#N/A",5c36e7c6-76d6-4265-9315-456c1649a640,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
0457dad8-6920-436a-8056-67f10577f857,"#N/A",5a6fa5c1-6e23-4e05-9c83-b6c6219e58d8,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
045f850b-fa36-41bb-84f8-d524217a7de1,"#N/A",4546b2e1-ccf5-47df-bd4a-2af363c21692,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
04757c49-efa8-47d6-aa58-605087803b56,"#N/A",498ce391-e2d1-49a4-9978-ce65103849a0,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0475f8d0-7612-40da-9ffb-bf6cf05021d6,"#N/A",b0813290-9e9e-4419-b1de-bed8aee276a6,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0491960f-f010-40a8-bb22-73f9ece8a771,"#N/A",8c21527e-e476-4215-b14d-6e3c4d5fa905,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
04e8736c-e04b-4378-82b5-d76e1b0f780c,"#N/A",2aff77e8-4b71-4748-b020-73305ab50ebf,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
04e998fa-6266-41f0-b63c-b27db032b80d,"#N/A",085321cc-2320-4e29-a6c2-331cd034fe83,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
04ea29c7-0f64-4e3e-92ac-e5c456e97cd3,"#N/A",30478d4f-cbe6-4de0-a692-3f2ab14f4e0b,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
04f1b535-5ba1-4a0d-97d7-a3dab2d0a280,"#N/A",9170807a-b21d-4f51-a1a6-11598aa43f60,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
04f70820-1f06-4f62-98e3-092f62d3b01d,"#N/A",0c413faa-d989-4285-9be5-288c96204f41,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04ff9c7c-b405-4039-b802-5187cd9cb35c,"#N/A",1f526298-4b47-4245-9b61-e28592c168b2,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0503180e-b488-4212-9363-ce4caaeaf020,"#N/A",19d74c83-b74a-437c-954f-affe64aaa445,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
0504a474-1bb9-45b1-b256-6801bbdcae2c,"#N/A",203f4617-1402-472b-9d8d-f4d70e0e7e8e,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0531dc2e-5703-42d4-88de-babe592ddf50,"#N/A",a17de6c4-ffa7-4ed0-87c1-91bc1da67b14,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
05417ddc-24a8-4a14-b8dd-b6a692f0ea46,"#N/A",82c41e2b-3dff-4dbe-acb4-1ba92668c45e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
05462abe-0275-4076-947c-88241fd9183c,"#N/A",bf6b3e0c-26f0-41a2-bdcb-f5c980d25a73,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0579a07e-c781-496c-a5b6-f4ddaa2a37ba,"#N/A",203f4617-1402-472b-9d8d-f4d70e0e7e8e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0583787f-0e2f-4752-8501-9694d93cd464,"#N/A",3e832ddc-7fa9-48e3-863e-5b82cbe3ae1f,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0585c5ed-8ffd-4125-b829-e9711f72a61a,"#N/A",85bd6a7c-cd17-4c62-8c6f-516457ca2a59,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05af45b5-97f1-4e55-ab6c-aef6489b69a1,"#N/A",7b58746f-3b7c-4038-9b4c-2df8376d1387,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",500.0,500.0,"#N/A"
05b5f286-2361-4bcd-b518-98e37d4390f0,"#N/A",f0fe28af-e098-4b9c-9a25-b7063e67b077,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
05cc4751-53d0-414f-95f6-27f39d4a7481,"#N/A",292f8083-1ee8-428f-b6d8-53dedfa81e91,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
05d775df-a84a-474f-bc69-88dd08cacf64,"#N/A",038e04ab-312b-4af1-8182-3d5c5a316c72,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3200.0,800.0,"#N/A"
05dd7e85-de28-4944-8259-528228289fd0,"#N/A",eb0332d3-2f11-4669-83b3-37a85f3e133d,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
05ed0cfa-9f9f-452c-a7c0-c264045f0f3c,"#N/A",909cc74b-d92b-4618-8f0b-595fc15b2e93,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
05f13336-2a55-47f1-9d00-d6a983cf91c1,"#N/A",2a205853-e96d-4940-99d9-03e9c23035ad,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
05f5d4b3-1ee9-4a97-b5bb-4c01c92fe837,"#N/A",d080ba62-b771-4231-8da1-822dccd3897c,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
05f9fdcc-cbec-460e-be4a-7a11c9c8d13b,"#N/A",c56fde06-241f-4578-8bf8-6f004da572bf,100.0,"#N/A","#N/A","#N/A","#N/A","#N/A",30000.0,300.0,"#N/A"
05fa55a1-bb55-4b24-98f6-a6aad0d1fd2b,"#N/A",8a0077a2-a9e9-4320-99c4-698f1ab1f589,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
06053d7a-ed60-4c3a-8ae9-7047808a63c0,"#N/A",74770b39-7970-4613-8216-e9dc6155936d,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
06204955-13df-42e5-b82f-488291146b71,"#N/A",6f868233-8817-43af-97f7-8368f0321d9e,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0623c87a-9dbf-4067-8f41-cd71d6a16ed5,"#N/A",88f7838d-0e03-4197-b42c-12ef5883d68b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0623fd77-f27d-4c15-b0f1-b4dd6c1929d1,"#N/A",52dfcdbb-fb65-4fa1-9dc6-149d261ef854,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
062d8a0d-a114-424e-9bfc-87f39f638a3c,"#N/A",6cb49705-3701-49ba-b1a4-657546eddd9f,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
06334447-1424-4d43-a724-c5ddcd2972bc,"#N/A",bb344f3b-b6ec-44db-8671-0c7f81978a06,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0644ee7c-98a0-439f-aeee-a42ae913f6f7,"#N/A",65aacf24-18eb-47d5-ba85-78e0976a5273,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
064db31c-cda6-41dc-8a9a-c8dbea1e9e6b,"#N/A",2f49cec5-fda1-446d-a3b5-367cdbaa9202,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
064f9264-9a5e-4357-b628-aef64b2467ea,"#N/A",70eb1378-b6f2-4cb1-81bd-af8e01be596b,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
0655d84e-61e9-4338-b308-6ca2e6d21aba,"#N/A",eb16f683-3877-4c71-a170-9ab0877df741,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
0659c1fd-8384-45ae-a688-f71c53e1f3d5,"#N/A",c1e66a4b-5fff-47db-ba3f-0bda098c6403,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
067f2e3e-b1d1-4e8e-a354-588059ae31bd,"#N/A",7c942ed8-24ef-43d0-8606-aa3e06dcc567,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
06902d8c-1928-49af-b51f-de318dfc1354,"#N/A",b16a6907-dcb8-4055-a856-d6e8c899264b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0693fdff-9550-44de-ac30-4009c91f2cbf,"#N/A",4ff5345c-6b7c-4b99-aafd-61171c3d4306,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
06983987-62a5-4836-af6c-f406d0c893ec,"#N/A",7e536a41-8d21-47e3-825d-317eb689ee31,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
06b9eba5-f2b4-41f9-aaf4-a2604e89c746,"#N/A",3eb29200-2014-430f-9984-534124750abf,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
06bf42ef-892a-4308-ac4e-7d3e032c7230,"#N/A",292f8083-1ee8-428f-b6d8-53dedfa81e91,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
06c30fdb-0608-466e-9752-4ce4be13265c,"#N/A",9caa4f8b-eea4-4be9-9d33-5343fe8ee8a9,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
06ce1cce-a987-4013-ae59-8c151efeb89d,"#N/A",342ce10e-67ad-44f8-87d2-720431ae7357,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
06d7517e-6439-4edd-aeb0-37c86c996c5f,"#N/A",c5cd394e-e3d7-42da-bce2-347dde29ee89,10.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
06fa037e-ec72-4b53-afc3-18f69f42a314,"#N/A",7daf5297-7a95-48c2-84de-df105055399d,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
06fe121c-eaa4-4cb4-906a-d69443e5727e,"#N/A",2b15766e-2d17-4dc2-8e7d-079888f000c5,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
071244dd-5842-4ca0-9b00-0859f0800706,"#N/A",82e3a77c-38a7-4043-88f3-42227427fcf6,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
071ebe8b-98d7-4d99-921b-9688d556e0a4,"#N/A",787bb374-c945-4ff6-a804-5a3c18cc20cf,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
072c5a13-4231-44dc-9588-5fa13270f57d,"#N/A",4b2c7e6d-9195-4224-9628-1798d287c645,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
